iter	MAE
297	0.04418851953
298	0.04410308534
299	0.0440146111
300	0.04392950091
301	0.04370317279
302	0.04357852651
303	0.04339068625
304	0.04330529659
305	0.04322512313
306	0.04316043732
307	0.04298127317
308	0.04282842234
309	0.04272647708
310	0.04258003464
311	0.04250555817
312	0.04240507747
313	0.04224183298
314	0.04207842071
315	0.04200000587
316	0.04182397074
317	0.04175221622
318	0.0416950486
319	0.04153435792
320	0.04145853833
321	0.04136273685
322	0.04121838317
323	0.04115901499
324	0.04105320138
325	0.04097541797
326	0.04080663624
327	0.04067163873
328	0.04052392684
329	0.04041372697
330	0.0403412017
331	0.04027063564
332	0.04018510998
333	0.04010908167
334	0.04002045959
335	0.03994858736
336	0.03981616462
337	0.03975803241
338	0.03970399969
339	0.03960233022
340	0.03954183741
341	0.03947699143
342	0.03934044612
343	0.03924452463
344	0.03915940557
345	0.03910597894
346	0.03904422555
347	0.03898739808
348	0.03890014954
349	0.03882043325
350	0.03874590106
351	0.03868648115
352	0.03860336062
353	0.03854948988
354	0.03843040308
355	0.03837763986
356	0.03832076903
357	0.03826660618
358	0.03820443256
359	0.03815105834
360	0.03807788885
361	0.03795974827
362	0.03787191166
363	0.03782414042
364	0.03776239995
365	0.03770293651
366	0.03766987667
367	0.03763763029
368	0.03761088866
369	0.03745927634
370	0.03741706014
371	0.03728330673
372	0.03724010285
373	0.03718787874
374	0.03713514968
375	0.03702603535
376	0.03698734017
377	0.03692378143
378	0.03678664452
379	0.03675301555
380	0.03670319566
381	0.03663023865
382	0.03650838977
383	0.03638865141
384	0.0363328729
385	0.03625083016
386	0.03616602769
387	0.03608491219
388	0.03602086687
389	0.03598001339
390	0.03587813664
391	0.03584624309
392	0.03580333274
393	0.03571120315
394	0.03564228355
395	0.03559474422
396	0.03550855207
397	0.03546117483
398	0.03540203376
399	0.03535922531
400	0.0352739533
401	0.03518418425
402	0.03513301887
403	0.035077569
404	0.03498622343
405	0.03487937857
406	0.03482981734
407	0.0347965765
408	0.03469983237
409	0.03465456142
410	0.0345727734
411	0.03453461021
412	0.03449181625
413	0.03443437069
414	0.03439489488
415	0.03434111341
416	0.03429936002
417	0.03423835573
418	0.03418639568
419	0.03414077469
420	0.03409866597
421	0.03405223829
422	0.03398885207
423	0.03394359193
424	0.03386230837
425	0.03375487284
426	0.03367928718
427	0.03360259261
428	0.0335315342
429	0.03349397187
430	0.03340485777
431	0.03331937136
432	0.0332664218
433	0.03323961111
434	0.03317901231
435	0.03314596811
436	0.03310864238
437	0.0330493965
438	0.03296525128
439	0.03291754445
440	0.03288584264
441	0.03280997379
442	0.03277299649
443	0.03269024775
444	0.0326500075
445	0.03260846607
446	0.03254457194
447	0.03250442804
448	0.03246604938
449	0.03240905952
450	0.0323692765
451	0.03232462123
452	0.03226615607
453	0.03223497706
454	0.03220699853
455	0.03213974031
456	0.03208427743
457	0.03202039817
458	0.03197064026
459	0.03193781567
460	0.03190327921
461	0.03185480646
462	0.03180015337
463	0.03175491278
464	0.03168942573
465	0.03164199567
466	0.03159803901
467	0.03158027983
468	0.03152328605
469	0.03149343595
470	0.03144313726
471	0.03142257065
472	0.03138073159
473	0.03134156238
474	0.03129865806
475	0.03125938872
476	0.03122047964
477	0.03119412226
478	0.03117054035
479	0.03111271341
480	0.03108190688
481	0.03105199403
482	0.03101721086
483	0.03098102205
484	0.03093519278
485	0.03087361372
486	0.03083905315
487	0.0307974001
488	0.0307638663
489	0.03070245801
490	0.03065709297
491	0.03061316495
492	0.0305849364
493	0.0305489369
494	0.03051428737
495	0.03050337509
496	0.03047938607
497	0.03045352415
498	0.03042137414
499	0.03038950693
